new-035,2025-10-11 00:00:00.000000+00,MM10934,"{""de"": ""Mono Rote Herz Pasta"", ""tr"": ""Mono Kırmızı Kalpli Pasta (6 Adet)""}",,,78.60,{},30.00,109.17,10,10,20,5,,,,,,{},{},,,,,1050,6,,MM10934,Dahili,175.00,175.00,6,6,655.00,109.17,471.60,78.60,28
new-036,2025-10-11 00:00:00.000000+00,MM10069,"{""de"": ""Mono Himbeer Schokoladenkuchen"", ""tr"": ""Mono Frambuazlı Çikolatalı Kek (9 Adet)""}",,,77.20,{},30.00,107.22,10,10,20,5,,,,,,{},{},,,,,1800,6,,MM10069,Dahili,200.00,200.00,9,6,965.00,107.22,694.80,77.20,28
new-037,2025-10-11 00:00:00.000000+00,MM10731,"{""de"": ""Mono Schokoladenkuchen"", ""tr"": ""Mono Çikolatalı Pasta (9 Adet)""}",,,74.88,{},30.00,104.00,10,10,20,5,,,,,,{},{},,,,,1250,6,,MM10731,Dahili,139.00,139.00,9,6,936.00,104.00,673.92,74.88,28
new-038,2025-10-11 00:00:00.000000+00,MM10727,"{""de"": ""Mono Redvelvet Kuchen"", ""tr"": ""Mono Redvelvet Pasta (9 Adet)""}",,,69.12,{},30.00,96.00,10,10,20,5,,,,,,{},{},,,,,1370,6,,MM10727,Dahili,152.00,152.00,9,6,864.00,96.00,622.08,69.12,28
new-039,2025-10-11 00:00:00.000000+00,MM10659,"{""de"": ""Mono Haselnuss Karamell Kuchen"", ""tr"": ""Mono Fındıklı Karamelli Pasta (9 Adet)""}",,,67.92,{},30.00,94.33,10,10,20,5,,,,,,{},{},,,,,1270,6,,MM10659,Dahili,141.00,141.00,9,6,849.00,94.33,611.28,67.92,28
new-040,2025-10-11 00:00:00.000000+00,MM10757,"{""de"": ""Mono Schokoladenkuppel"", ""tr"": ""Mano Çikolatalı Kubbe (9 Adet)""}",,,61.12,{},30.00,84.89,10,10,20,5,,,,,,{},{},,,,,1250,6,,MM10757,Dahili,139.00,139.00,9,6,764.00,84.89,550.08,61.12,28
new-041,2025-10-11 00:00:00.000000+00,MM10536,"{""de"": ""Glutenfreier Schokoladenkuchen"", ""tr"": ""Glutensiz Çikolatalı Pasta""}",,,349.60,{},25.00,437.00,10,10,20,5,,,,,,{},{},,,,,600,9,,MM10536,Dahili,600.00,600.00,1,9,437.00,437.00,349.60,349.60,20
new-042,2025-10-11 00:00:00.000000+00,MM10710,"{""de"": ""Glutenfreier Waldbeerenkuchen"", ""tr"": ""Glutensiz Orman Meyveli Pasta""}",,,330.40,{},25.00,413.00,10,10,20,5,,,,,,{},{},,,,,600,9,,MM10710,Dahili,600.00,600.00,1,9,413.00,413.00,330.40,330.40,20
new-043,2025-10-11 00:00:00.000000+00,MM10711,"{""de"": ""Glutenfreies Tiramisu"", ""tr"": ""Glutensiz Tiramisu""}",,,323.20,{},25.00,404.00,10,10,20,5,,,,,,{},{},,,,,600,9,,MM10711,Dahili,600.00,600.00,1,9,404.00,404.00,323.20,323.20,20
new-044,2025-10-11 00:00:00.000000+00,MM10763,"{""de"": ""Vegan Erdnuss Schokoladenkuchen"", ""tr"": ""Vegan Yer Fıstıklı Çikolatalı Pasta""}",,,324.80,{},25.00,406.00,10,10,20,5,,,,,,{},{},,,,,600,12,,MM10763,Dahili,600.00,600.00,1,12,406.00,406.00,324.80,324.80,20
new-045,2025-10-11 00:00:00.000000+00,MM10761,"{""de"": ""Vegan Himbeer Tarte"", ""tr"": ""Vegan Frambuazı Tart""}",,,302.40,{},25.00,378.00,10,10,20,5,,,,,,{},{},,,,,600,12,,MM10761,Dahili,600.00,600.00,1,12,378.00,378.00,302.40,302.40,20
new-046,2025-10-11 00:00:00.000000+00,MM10762,"{""de"": ""Vegan Rotbeeren Kuchen"", ""tr"": ""Vegan Kırmızı Meyveli Pasta""}",,,306.40,{},25.00,383.00,10,10,20,5,,,,,,{},{},,,,,600,12,,MM10762,Dahili,600.00,600.00,1,12,383.00,383.00,306.40,306.40,20
